0,1,2,3,4,5,6,7,8,9,10,11,12,13
0.4789473947368421,0.1699604940711462,0.6203209090909091,0.371134025773196,0.2717391315217391,0.5172414137931035,0.4282700632911392,0.2452832075471698,0.3312303154574132,0.226109223549488,0.4959350406504065,0.864468901098901,0.5256776034950071,0
0.6500000263157895,0.2114624703557312,0.6684492513368984,0.484536087628866,0.2826086967391304,0.5344827931034483,0.4789029746835442,0.2830190566037736,0.3943217981072555,0.1911262883959044,0.5203252845528455,0.9340659706959704,0.4044222539942938,0
0.5973684473684212,0.1936759090909091,0.4171123529411765,0.329896912371134,0.2608695663043478,0.4896552068965517,0.3902953797468354,0.2641511320754717,0.29653,0.2278157081911262,0.4390244715447154,0.5494505860805861,0.7182596291726105,0
0.5315789736842107,0.1798419169960474,0.6363636898395721,0.3814433041237114,0.304347827173913,0.5068965862068967,0.4409282911392405,0.3018869811320754,0.3249211671924291,0.2534129778156996,0.5203252845528455,0.4542124908424907,0.5898716120542082,0
0.5368421315789474,0.1501976482213438,0.3957219786096256,0.2525773247422681,0.304347827173913,0.4896552068965517,0.4852320886075949,0.2830190566037736,0.3028391482649842,0.2064846501706484,0.5691057723577235,0.5201465567765567,0.5292439373038517,0
0.3526316052631578,0.0395257114624505,5.347593582887701e-08,5.154639175257732e-09,0.195652175,0.3448276206896552,0.0485232278481012,0.2830190566037736,0.0031546056782334,0.0571672440273037,0.4634147154471545,0.2014652380952381,0.1726105564194008,0
0.3421052894736843,0.0711462648221344,0.4919786631016041,0.2783505206185567,0.3369565228260869,0.3689655517241379,0.1582278691983122,0.9433964150943396,3.1545741324921134e-08,0.1697952303754266,0.6260163414634146,0.1465201831501831,0.2867332383024251,0
0.4236842368421055,0.1225296640316205,0.352941229946524,0.3195876340206186,0.3260869576086956,0.358620724137931,0.2257384177215189,0.7547171698113208,0.0662460883280757,0.3813993259385665,0.4065041463414633,0.1172161538461538,0.1226818830955777,0
0.6947368684210526,0.1007905335968379,0.2994652941176469,0.3814433041237114,0.2608695663043478,0.3862069310344828,0.305907194092827,0.3584907547169811,0.1009464037854889,0.2150170733788395,0.6097561788617886,0.4358974725274725,0.25106990021398,0
0.3526316052631578,0.077075118577075,0.4278075401069519,0.4329896958762886,0.1847826097826087,0.8689655517241379,0.5822785021097047,0.1132077358490565,0.46056785488959,0.2704778242320819,0.6016260975609755,0.5860806227106228,0.1012838802425107,0
